model,params [K],sipeed_latency [ms],kmodel_memory [KB],cpu_latency [ms],accuracy,token_sequence,length,model_info
model_0088,2864.658,,0.0,275.95,,"[13, 47, 43, 32, 19, 17, 37, 24, 31, 31, 20, 32, 8, 11, 39, 1, 6, 43, 11, 45, 49]",21,"{""0"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""1"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""2"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""3"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""4"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""5"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""6"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""7"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""9"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""10"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""11"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""12"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""13"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""14"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""15"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""16"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""17"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""18"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""19"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""20"": [""end"", 0.001, 2, ""softmax""]}"
model_0089,1681.196,,0.0,479.82,,"[27, 45, 13, 15, 1, 22, 19, 13, 41, 11, 9, 28, 16, 22, 14, 25, 35, 33, 47, 44, 9, 47, 1, 49]",24,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""1"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""2"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""3"": [""Conv2D"", 128, [3, 3], [1, 1], ""same""], ""4"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""5"": [""Conv2D"", 512, [1, 1], [2, 2], ""same""], ""6"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""7"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""9"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""10"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""11"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""12"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""13"": [""Conv2D"", 512, [1, 1], [2, 2], ""same""], ""14"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""15"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""16"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""17"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""18"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""19"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""20"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""21"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""22"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""23"": [""end"", 0.001, 2, ""softmax""]}"
model_0090,2575.116,1062.68,129.04,118.52,0.5,"[40, 3, 4, 2, 40, 34, 39, 6, 17, 48, 47, 21, 30, 29, 33, 36, 29, 33, 44, 23, 42, 44, 30, 40, 49]",25,"{""0"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""1"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""2"": [""Conv2D"", 16, [3, 3], [2, 2], ""same""], ""3"": [""Conv2D"", 16, [1, 1], [2, 2], ""same""], ""4"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""5"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""6"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""7"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""8"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""9"": [""ZeroPadding2D"", [[0, 0], [0, 0]]], ""10"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""11"": [""Conv2D"", 512, [1, 1], [1, 1], ""same""], ""12"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""13"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""14"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""15"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""16"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""17"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""18"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""19"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""20"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""21"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""22"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""23"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""24"": [""end"", 0.001, 2, ""softmax""]}"
model_0091,1419.618,,0.0,382.59,,"[21, 25, 48, 35, 9, 25, 48, 47, 18, 26, 29, 43, 41, 19, 40, 30, 8, 20, 19, 49]",20,"{""0"": [""Conv2D"", 512, [1, 1], [1, 1], ""same""], ""1"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""2"": [""ZeroPadding2D"", [[0, 0], [0, 0]]], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""4"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""6"": [""ZeroPadding2D"", [[0, 0], [0, 0]]], ""7"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""8"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""9"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""10"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""11"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""12"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""13"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""14"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""15"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""16"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""17"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""18"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""19"": [""end"", 0.001, 2, ""softmax""]}"
model_0092,50.78,0.0,167.97,121.41,,"[27, 47, 6, 31, 12, 26, 17, 27, 1, 33, 45, 48, 14, 42, 49]",15,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""1"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""2"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""3"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""4"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""6"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""8"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""9"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""10"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""11"": [""ZeroPadding2D"", [[0, 0], [0, 0]]], ""12"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""13"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""14"": [""end"", 0.001, 2, ""softmax""]}"
model_0093,2229.778,,0.0,390.13,,"[10, 19, 45, 35, 23, 16, 2, 6, 37, 23, 7, 10, 33, 49]",14,"{""0"": [""Conv2D"", 64, [1, 1], [2, 2], ""same""], ""1"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""2"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""4"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""5"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""6"": [""Conv2D"", 16, [1, 1], [2, 2], ""same""], ""7"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""9"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""10"": [""Conv2D"", 32, [3, 3], [1, 1], ""same""], ""11"": [""Conv2D"", 64, [1, 1], [2, 2], ""same""], ""12"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""13"": [""end"", 0.001, 2, ""softmax""]}"
model_0094,324.23,149.33,985.09,112.48,0.5,"[40, 42, 23, 31, 17, 45, 31, 5, 16, 44, 11, 11, 44, 35, 40, 46, 9, 1, 43, 34, 49]",21,"{""0"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""1"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""2"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""3"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""4"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""5"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""6"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""7"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""8"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""9"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""10"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""11"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""12"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""13"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""14"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""15"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""16"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""17"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""18"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""19"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""20"": [""end"", 0.001, 2, ""softmax""]}"
model_0095,133.874,67.45,536.58,108.41,0.5,"[12, 4, 32, 5, 15, 27, 10, 44, 29, 9, 26, 41, 22, 38, 42, 6, 27, 49]",18,"{""0"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""1"": [""Conv2D"", 16, [3, 3], [2, 2], ""same""], ""2"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""3"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""4"": [""Conv2D"", 128, [3, 3], [1, 1], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""6"": [""Conv2D"", 64, [1, 1], [2, 2], ""same""], ""7"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""8"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""9"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""10"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""11"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""12"": [""Conv2D"", 512, [1, 1], [2, 2], ""same""], ""13"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""14"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""15"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""16"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""17"": [""end"", 0.001, 2, ""softmax""]}"
model_0096,2541.11,,0.0,639.37,,"[37, 44, 26, 6, 17, 23, 47, 19, 27, 21, 39, 27, 6, 47, 49]",15,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""1"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""2"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""3"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""4"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""5"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""6"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""7"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""9"": [""Conv2D"", 512, [1, 1], [1, 1], ""same""], ""10"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""11"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""12"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""13"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""14"": [""end"", 0.001, 2, ""softmax""]}"
model_0097,279.074,202.04,1064.96,127.7,0.5,"[16, 30, 16, 12, 41, 33, 14, 8, 39, 29, 9, 49]",12,"{""0"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""1"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""2"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""3"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""4"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""6"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""7"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""9"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""10"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""11"": [""end"", 0.001, 2, ""softmax""]}"
model_0098,770.2560000000002,,0.0,138.53,,"[25, 33, 27, 21, 35, 4, 16, 21, 32, 47, 16, 49]",12,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""1"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""2"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""3"": [""Conv2D"", 512, [1, 1], [1, 1], ""same""], ""4"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""5"": [""Conv2D"", 16, [3, 3], [2, 2], ""same""], ""6"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""7"": [""Conv2D"", 512, [1, 1], [1, 1], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""9"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""10"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""11"": [""end"", 0.001, 2, ""softmax""]}"
model_0099,115.89,,0.0,128.36,,"[11, 47, 34, 29, 6, 31, 7, 31, 3, 44, 15, 42, 13, 8, 22, 43, 49]",17,"{""0"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""1"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""2"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""4"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""6"": [""Conv2D"", 32, [3, 3], [1, 1], ""same""], ""7"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""8"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""9"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""10"": [""Conv2D"", 128, [3, 3], [1, 1], ""same""], ""11"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""12"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""13"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""14"": [""Conv2D"", 512, [1, 1], [2, 2], ""same""], ""15"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""16"": [""end"", 0.001, 2, ""softmax""]}"
model_0100,763.1060000000001,,0.0,429.36,,"[13, 19, 28, 36, 42, 38, 16, 43, 12, 13, 17, 13, 5, 33, 36, 48, 37, 49]",18,"{""0"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""1"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""2"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""4"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""6"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""7"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""8"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""9"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""10"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""11"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""12"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""13"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""14"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""15"": [""ZeroPadding2D"", [[0, 0], [0, 0]]], ""16"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""17"": [""end"", 0.001, 2, ""softmax""]}"
model_0101,3220.684,202.04,1344.51,116.04,0.5,"[41, 18, 45, 12, 23, 26, 16, 41, 36, 13, 9, 6, 20, 15, 23, 20, 49]",17,"{""0"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""1"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""2"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""3"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""4"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""6"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""7"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""9"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""10"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""11"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""12"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""13"": [""Conv2D"", 128, [3, 3], [1, 1], ""same""], ""14"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""15"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""16"": [""end"", 0.001, 2, ""softmax""]}"
model_0102,742.242,59.57,655.36,122.14,0.5,"[5, 5, 33, 41, 16, 4, 26, 27, 41, 38, 41, 26, 22, 15, 44, 2, 36, 43, 19, 36, 42, 14, 49]",23,"{""0"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""1"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""2"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""3"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""4"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""5"": [""Conv2D"", 16, [3, 3], [2, 2], ""same""], ""6"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""9"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""10"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""11"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""12"": [""Conv2D"", 512, [1, 1], [2, 2], ""same""], ""13"": [""Conv2D"", 128, [3, 3], [1, 1], ""same""], ""14"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""15"": [""Conv2D"", 16, [1, 1], [2, 2], ""same""], ""16"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""17"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""18"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""19"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""20"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""21"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""22"": [""end"", 0.001, 2, ""softmax""]}"
model_0103,465.538,,0.0,122.81,,"[14, 46, 26, 26, 32, 46, 20, 8, 41, 13, 43, 5, 43, 14, 17, 13, 43, 27, 32, 42, 41, 49]",22,"{""0"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""1"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""2"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""4"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""5"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""6"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""7"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""9"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""10"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""11"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""12"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""13"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""14"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""15"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""16"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""17"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""18"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""19"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""20"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""21"": [""end"", 0.001, 2, ""softmax""]}"
model_0104,664.482,,0.0,143.79,,"[24, 26, 46, 6, 13, 7, 37, 37, 46, 3, 24, 9, 2, 12, 9, 18, 13, 22, 12, 12, 32, 49]",22,"{""0"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""1"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""2"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""3"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""4"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""5"": [""Conv2D"", 32, [3, 3], [1, 1], ""same""], ""6"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""8"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""9"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""10"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""11"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""12"": [""Conv2D"", 16, [1, 1], [2, 2], ""same""], ""13"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""14"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""15"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""16"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""17"": [""Conv2D"", 512, [1, 1], [2, 2], ""same""], ""18"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""19"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""20"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""21"": [""end"", 0.001, 2, ""softmax""]}"
model_0105,171.868,43.76,172.16,105.79,0.5,"[40, 3, 2, 36, 45, 13, 40, 28, 39, 15, 6, 42, 8, 42, 49]",15,"{""0"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""1"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""2"": [""Conv2D"", 16, [1, 1], [2, 2], ""same""], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""4"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""5"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""6"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""8"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""9"": [""Conv2D"", 128, [3, 3], [1, 1], ""same""], ""10"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""11"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""12"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""13"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""14"": [""end"", 0.001, 2, ""softmax""]}"
model_0106,420.98,,0.0,195.97,,"[39, 39, 30, 34, 26, 9, 48, 46, 13, 38, 22, 6, 6, 7, 48, 26, 7, 8, 34, 5, 36, 34, 31, 8, 23, 17, 49]",27,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""1"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""2"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""4"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""5"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""6"": [""ZeroPadding2D"", [[0, 0], [0, 0]]], ""7"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""8"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""9"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""10"": [""Conv2D"", 512, [1, 1], [2, 2], ""same""], ""11"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""12"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""13"": [""Conv2D"", 32, [3, 3], [1, 1], ""same""], ""14"": [""ZeroPadding2D"", [[0, 0], [0, 0]]], ""15"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""16"": [""Conv2D"", 32, [3, 3], [1, 1], ""same""], ""17"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""18"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""19"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""20"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""21"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""22"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""23"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""24"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""25"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""26"": [""end"", 0.001, 2, ""softmax""]}"
