model,params [K],accuracy,token_sequence,model_info
model_0634,9.242,0.82,"[106, 281, 128, 32, 134, 382]","{""0"": [""Conv2D"", 24, [3, 3], [3, 3], ""valid"", ""relu""], ""1"": [""DepthwiseConv2D"", 24, [3, 3], [2, 2], ""valid"", ""sigmoid""], ""2"": [""Conv2D"", 32, [2, 2], [2, 2], ""same"", ""relu""], ""3"": [""Conv2D"", 8, [3, 3], [2, 2], ""same"", ""relu""], ""4"": [""Conv2D"", 32, [3, 3], [1, 1], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_0635,12.922,0.68,"[141, 312, 264, 302, 173, 382]","{""0"": [""Conv2D"", 32, [3, 3], [3, 3], ""valid"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 32, [2, 2], [3, 3], ""same"", ""relu""], ""2"": [""DepthwiseConv2D"", 24, [1, 1], [3, 3], ""same"", ""relu""], ""3"": [""DepthwiseConv2D"", 32, [2, 2], [1, 1], ""valid"", ""relu""], ""4"": [""Conv2D"", 40, [3, 3], [2, 2], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0636,298.504,0.51,"[313, 4, 152, 338, 266, 382]","{""0"": [""DepthwiseConv2D"", 32, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""1"": [""Conv2D"", 8, [1, 1], [1, 1], ""same"", ""relu""], ""2"": [""Conv2D"", 40, [1, 1], [2, 2], ""same"", ""relu""], ""3"": [""DepthwiseConv2D"", 40, [2, 2], [1, 1], ""valid"", ""relu""], ""4"": [""DepthwiseConv2D"", 24, [2, 2], [1, 1], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_0637,9.542,0.51,"[269, 276, 328, 17, 169, 382]","{""0"": [""DepthwiseConv2D"", 24, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 24, [2, 2], [3, 3], ""same"", ""relu""], ""2"": [""DepthwiseConv2D"", 40, [1, 1], [1, 1], ""same"", ""relu""], ""3"": [""Conv2D"", 8, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""4"": [""Conv2D"", 40, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0638,3.537,0.75,"[347, 32, 131, 146, 239, 382]","{""0"": [""DepthwiseConv2D"", 40, [2, 2], [3, 3], ""same"", ""sigmoid""], ""1"": [""Conv2D"", 8, [3, 3], [2, 2], ""same"", ""relu""], ""2"": [""Conv2D"", 32, [2, 2], [3, 3], ""same"", ""sigmoid""], ""3"": [""Conv2D"", 40, [1, 1], [1, 1], ""valid"", ""relu""], ""4"": [""DepthwiseConv2D"", 16, [2, 2], [3, 3], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0639,4.77,0.79,"[177, 280, 249, 6, 104, 382]","{""0"": [""Conv2D"", 40, [3, 3], [3, 3], ""valid"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 24, [3, 3], [1, 1], ""same"", ""relu""], ""2"": [""DepthwiseConv2D"", 16, [3, 3], [3, 3], ""valid"", ""sigmoid""], ""3"": [""Conv2D"", 8, [1, 1], [2, 2], ""valid"", ""relu""], ""4"": [""Conv2D"", 24, [3, 3], [2, 2], ""same"", ""relu""], ""5"": [2, ""softmax""]}"
model_0640,52.648,0.49,"[243, 110, 92, 268, 235, 382]","{""0"": [""DepthwiseConv2D"", 16, [3, 3], [1, 1], ""same"", ""sigmoid""], ""1"": [""Conv2D"", 32, [1, 1], [1, 1], ""valid"", ""relu""], ""2"": [""Conv2D"", 24, [2, 2], [2, 2], ""same"", ""relu""], ""3"": [""DepthwiseConv2D"", 24, [2, 2], [1, 1], ""same"", ""relu""], ""4"": [""DepthwiseConv2D"", 16, [2, 2], [2, 2], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0641,12.894,0.74,"[248, 223, 66, 88, 219, 382]","{""0"": [""DepthwiseConv2D"", 16, [3, 3], [2, 2], ""same"", ""relu""], ""1"": [""DepthwiseConv2D"", 16, [1, 1], [2, 2], ""same"", ""sigmoid""], ""2"": [""Conv2D"", 16, [3, 3], [2, 2], ""valid"", ""relu""], ""3"": [""Conv2D"", 24, [2, 2], [1, 1], ""same"", ""relu""], ""4"": [""DepthwiseConv2D"", 16, [1, 1], [1, 1], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0642,72.802,0.59,"[99, 50, 307, 140, 207, 382]","{""0"": [""Conv2D"", 24, [3, 3], [1, 1], ""same"", ""sigmoid""], ""1"": [""Conv2D"", 16, [2, 2], [1, 1], ""valid"", ""relu""], ""2"": [""DepthwiseConv2D"", 32, [2, 2], [2, 2], ""same"", ""sigmoid""], ""3"": [""Conv2D"", 32, [3, 3], [2, 2], ""same"", ""relu""], ""4"": [""DepthwiseConv2D"", 8, [3, 3], [1, 1], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0643,14.536,0.78,"[225, 125, 144, 132, 339, 382]","{""0"": [""DepthwiseConv2D"", 16, [1, 1], [3, 3], ""valid"", ""sigmoid""], ""1"": [""Conv2D"", 32, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""2"": [""Conv2D"", 32, [3, 3], [3, 3], ""same"", ""relu""], ""3"": [""Conv2D"", 32, [2, 2], [3, 3], ""same"", ""relu""], ""4"": [""DepthwiseConv2D"", 40, [2, 2], [1, 1], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0644,6.238,0.76,"[247, 263, 60, 68, 97, 382]","{""0"": [""DepthwiseConv2D"", 16, [3, 3], [2, 2], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 24, [1, 1], [3, 3], ""same"", ""sigmoid""], ""2"": [""Conv2D"", 16, [2, 2], [3, 3], ""same"", ""relu""], ""3"": [""Conv2D"", 16, [3, 3], [2, 2], ""same"", ""relu""], ""4"": [""Conv2D"", 24, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0645,2.018,0.79,"[68, 54, 216, 270, 288, 382]","{""0"": [""Conv2D"", 16, [3, 3], [2, 2], ""same"", ""relu""], ""1"": [""Conv2D"", 16, [2, 2], [2, 2], ""valid"", ""relu""], ""2"": [""DepthwiseConv2D"", 8, [3, 3], [3, 3], ""same"", ""relu""], ""3"": [""DepthwiseConv2D"", 24, [2, 2], [2, 2], ""valid"", ""relu""], ""4"": [""DepthwiseConv2D"", 24, [3, 3], [3, 3], ""same"", ""relu""], ""5"": [2, ""softmax""]}"
model_0646,89.985,0.51,"[267, 61, 139, 147, 149, 382]","{""0"": [""DepthwiseConv2D"", 24, [2, 2], [1, 1], ""same"", ""sigmoid""], ""1"": [""Conv2D"", 16, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""2"": [""Conv2D"", 32, [3, 3], [2, 2], ""same"", ""sigmoid""], ""3"": [""Conv2D"", 40, [1, 1], [1, 1], ""same"", ""sigmoid""], ""4"": [""Conv2D"", 40, [1, 1], [2, 2], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0647,17.562,0.81,"[159, 74, 274, 327, 44, 382]","{""0"": [""Conv2D"", 40, [2, 2], [1, 1], ""same"", ""sigmoid""], ""1"": [""Conv2D"", 24, [1, 1], [1, 1], ""valid"", ""relu""], ""2"": [""DepthwiseConv2D"", 24, [2, 2], [3, 3], ""valid"", ""relu""], ""3"": [""DepthwiseConv2D"", 40, [1, 1], [1, 1], ""same"", ""sigmoid""], ""4"": [""Conv2D"", 16, [1, 1], [2, 2], ""same"", ""relu""], ""5"": [2, ""softmax""]}"
model_0648,1.238,0.49,"[322, 298, 52, 325, 251, 382]","{""0"": [""DepthwiseConv2D"", 32, [3, 3], [3, 3], ""valid"", ""relu""], ""1"": [""DepthwiseConv2D"", 32, [1, 1], [3, 3], ""valid"", ""relu""], ""2"": [""Conv2D"", 16, [2, 2], [1, 1], ""same"", ""relu""], ""3"": [""DepthwiseConv2D"", 40, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 16, [3, 3], [3, 3], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0649,4.194,0.75,"[166, 79, 309, 258, 90, 382]","{""0"": [""Conv2D"", 40, [2, 2], [3, 3], ""valid"", ""relu""], ""1"": [""Conv2D"", 24, [1, 1], [2, 2], ""same"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 32, [2, 2], [3, 3], ""valid"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 24, [1, 1], [2, 2], ""valid"", ""relu""], ""4"": [""Conv2D"", 24, [2, 2], [2, 2], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_0650,2.44,0.49,"[252, 145, 201, 115, 342, 382]","{""0"": [""DepthwiseConv2D"", 16, [3, 3], [3, 3], ""same"", ""relu""], ""1"": [""Conv2D"", 40, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 8, [2, 2], [3, 3], ""valid"", ""sigmoid""], ""3"": [""Conv2D"", 32, [1, 1], [2, 2], ""same"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 40, [2, 2], [2, 2], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_0651,0.143,0.51,"[263, 185, 203, 215, 279, 382]","{""0"": [""DepthwiseConv2D"", 24, [1, 1], [3, 3], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 8, [1, 1], [2, 2], ""valid"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 8, [2, 2], [3, 3], ""same"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 8, [3, 3], [3, 3], ""same"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 24, [3, 3], [1, 1], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0652,70.294,0.51,"[161, 160, 20, 49, 362, 382]","{""0"": [""Conv2D"", 40, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""1"": [""Conv2D"", 40, [2, 2], [1, 1], ""same"", ""relu""], ""2"": [""Conv2D"", 8, [2, 2], [2, 2], ""same"", ""relu""], ""3"": [""Conv2D"", 16, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""4"": [""Dense"", 4, ""relu""], ""5"": [2, ""softmax""]}"
model_0653,11.026,0.75,"[175, 234, 206, 30, 39, 382]","{""0"": [""Conv2D"", 40, [3, 3], [2, 2], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 16, [2, 2], [2, 2], ""valid"", ""relu""], ""2"": [""DepthwiseConv2D"", 8, [3, 3], [1, 1], ""valid"", ""relu""], ""3"": [""Conv2D"", 8, [3, 3], [2, 2], ""valid"", ""relu""], ""4"": [""Conv2D"", 16, [1, 1], [1, 1], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0654,5.834,0.49,"[119, 239, 166, 6, 309, 382]","{""0"": [""Conv2D"", 32, [1, 1], [3, 3], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 16, [2, 2], [3, 3], ""same"", ""sigmoid""], ""2"": [""Conv2D"", 40, [2, 2], [3, 3], ""valid"", ""relu""], ""3"": [""Conv2D"", 8, [1, 1], [2, 2], ""valid"", ""relu""], ""4"": [""DepthwiseConv2D"", 32, [2, 2], [3, 3], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0655,0.657,0.51,"[265, 31, 359, 306, 238, 382]","{""0"": [""DepthwiseConv2D"", 24, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""1"": [""Conv2D"", 8, [3, 3], [2, 2], ""same"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 40, [3, 3], [3, 3], ""same"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 32, [2, 2], [2, 2], ""valid"", ""relu""], ""4"": [""DepthwiseConv2D"", 16, [2, 2], [3, 3], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_0656,1.759,0.51,"[323, 240, 27, 53, 277, 382]","{""0"": [""DepthwiseConv2D"", 32, [3, 3], [3, 3], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 16, [2, 2], [3, 3], ""same"", ""relu""], ""2"": [""Conv2D"", 8, [3, 3], [1, 1], ""same"", ""sigmoid""], ""3"": [""Conv2D"", 16, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 24, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0657,776.202,,"[175, 324, 328, 181, 379, 382]","{""0"": [""Conv2D"", 40, [3, 3], [2, 2], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 32, [3, 3], [3, 3], ""same"", ""relu""], ""2"": [""DepthwiseConv2D"", 40, [1, 1], [1, 1], ""same"", ""relu""], ""3"": [""DepthwiseConv2D"", 8, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""4"": [""Dense"", 40, ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0658,4.558,0.71,"[223, 232, 237, 158, 300, 382]","{""0"": [""DepthwiseConv2D"", 16, [1, 1], [2, 2], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 16, [2, 2], [1, 1], ""same"", ""relu""], ""2"": [""DepthwiseConv2D"", 16, [2, 2], [3, 3], ""valid"", ""sigmoid""], ""3"": [""Conv2D"", 40, [2, 2], [1, 1], ""valid"", ""relu""], ""4"": [""DepthwiseConv2D"", 32, [1, 1], [3, 3], ""same"", ""relu""], ""5"": [2, ""softmax""]}"
model_0659,17.994,0.51,"[139, 341, 124, 261, 100, 382]","{""0"": [""Conv2D"", 32, [3, 3], [2, 2], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 40, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""2"": [""Conv2D"", 32, [2, 2], [1, 1], ""same"", ""relu""], ""3"": [""DepthwiseConv2D"", 24, [1, 1], [3, 3], ""valid"", ""sigmoid""], ""4"": [""Conv2D"", 24, [3, 3], [1, 1], ""same"", ""relu""], ""5"": [2, ""softmax""]}"
model_0660,21.216,0.79,"[295, 141, 134, 103, 132, 382]","{""0"": [""DepthwiseConv2D"", 32, [1, 1], [2, 2], ""same"", ""sigmoid""], ""1"": [""Conv2D"", 32, [3, 3], [3, 3], ""valid"", ""sigmoid""], ""2"": [""Conv2D"", 32, [3, 3], [1, 1], ""valid"", ""relu""], ""3"": [""Conv2D"", 24, [3, 3], [2, 2], ""same"", ""sigmoid""], ""4"": [""Conv2D"", 32, [2, 2], [3, 3], ""same"", ""relu""], ""5"": [2, ""softmax""]}"
model_0661,13.448,0.82,"[293, 142, 172, 356, 9, 382]","{""0"": [""DepthwiseConv2D"", 32, [1, 1], [2, 2], ""valid"", ""sigmoid""], ""1"": [""Conv2D"", 32, [3, 3], [3, 3], ""valid"", ""relu""], ""2"": [""Conv2D"", 40, [3, 3], [1, 1], ""same"", ""relu""], ""3"": [""DepthwiseConv2D"", 40, [3, 3], [2, 2], ""same"", ""relu""], ""4"": [""Conv2D"", 8, [1, 1], [3, 3], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0662,3.737,0.66,"[232, 91, 228, 278, 59, 382]","{""0"": [""DepthwiseConv2D"", 16, [2, 2], [1, 1], ""same"", ""relu""], ""1"": [""Conv2D"", 24, [2, 2], [2, 2], ""same"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 16, [1, 1], [3, 3], ""same"", ""relu""], ""3"": [""DepthwiseConv2D"", 24, [3, 3], [1, 1], ""valid"", ""relu""], ""4"": [""Conv2D"", 16, [2, 2], [3, 3], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0663,5.904,0.61,"[210, 168, 93, 350, 253, 382]","{""0"": [""DepthwiseConv2D"", 8, [3, 3], [2, 2], ""valid"", ""relu""], ""1"": [""Conv2D"", 40, [2, 2], [3, 3], ""same"", ""relu""], ""2"": [""Conv2D"", 24, [2, 2], [3, 3], ""valid"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 40, [3, 3], [1, 1], ""valid"", ""relu""], ""4"": [""DepthwiseConv2D"", 24, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0664,1.522,0.74,"[53, 202, 60, 345, 201, 382]","{""0"": [""Conv2D"", 16, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 8, [2, 2], [3, 3], ""valid"", ""relu""], ""2"": [""Conv2D"", 16, [2, 2], [3, 3], ""same"", ""relu""], ""3"": [""DepthwiseConv2D"", 40, [2, 2], [3, 3], ""valid"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 8, [2, 2], [3, 3], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0665,46.892,0.51,"[233, 208, 245, 267, 99, 382]","{""0"": [""DepthwiseConv2D"", 16, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 8, [3, 3], [1, 1], ""same"", ""relu""], ""2"": [""DepthwiseConv2D"", 16, [3, 3], [2, 2], ""valid"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 24, [2, 2], [1, 1], ""same"", ""sigmoid""], ""4"": [""Conv2D"", 24, [3, 3], [1, 1], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0666,12.396,0.51,"[286, 355, 205, 28, 51, 382]","{""0"": [""DepthwiseConv2D"", 24, [3, 3], [3, 3], ""valid"", ""relu""], ""1"": [""DepthwiseConv2D"", 40, [3, 3], [2, 2], ""same"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 8, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""3"": [""Conv2D"", 8, [3, 3], [1, 1], ""same"", ""relu""], ""4"": [""Conv2D"", 16, [2, 2], [1, 1], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0667,8.583,0.49,"[189, 310, 150, 167, 150, 382]","{""0"": [""DepthwiseConv2D"", 8, [1, 1], [3, 3], ""valid"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 32, [2, 2], [3, 3], ""valid"", ""relu""], ""2"": [""Conv2D"", 40, [1, 1], [2, 2], ""valid"", ""relu""], ""3"": [""Conv2D"", 40, [2, 2], [3, 3], ""same"", ""sigmoid""], ""4"": [""Conv2D"", 40, [1, 1], [2, 2], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_0668,39.21,0.85,"[170, 298, 136, 317, 99, 382]","{""0"": [""Conv2D"", 40, [3, 3], [1, 1], ""valid"", ""relu""], ""1"": [""DepthwiseConv2D"", 32, [1, 1], [3, 3], ""valid"", ""relu""], ""2"": [""Conv2D"", 32, [3, 3], [1, 1], ""same"", ""relu""], ""3"": [""DepthwiseConv2D"", 32, [3, 3], [2, 2], ""valid"", ""sigmoid""], ""4"": [""Conv2D"", 24, [3, 3], [1, 1], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0669,3.506,0.68,"[7, 319, 142, 198, 313, 382]","{""0"": [""Conv2D"", 8, [1, 1], [2, 2], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 32, [3, 3], [2, 2], ""same"", ""sigmoid""], ""2"": [""Conv2D"", 32, [3, 3], [3, 3], ""valid"", ""relu""], ""3"": [""DepthwiseConv2D"", 8, [2, 2], [2, 2], ""valid"", ""relu""], ""4"": [""DepthwiseConv2D"", 32, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0670,6.752,0.51,"[211, 111, 323, 62, 204, 382]","{""0"": [""DepthwiseConv2D"", 8, [3, 3], [2, 2], ""same"", ""sigmoid""], ""1"": [""Conv2D"", 32, [1, 1], [1, 1], ""same"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 32, [3, 3], [3, 3], ""same"", ""sigmoid""], ""3"": [""Conv2D"", 16, [3, 3], [1, 1], ""valid"", ""relu""], ""4"": [""DepthwiseConv2D"", 8, [2, 2], [3, 3], ""same"", ""relu""], ""5"": [2, ""softmax""]}"
model_0671,72.458,0.77,"[20, 169, 296, 266, 135, 382]","{""0"": [""Conv2D"", 8, [2, 2], [2, 2], ""same"", ""relu""], ""1"": [""Conv2D"", 40, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 32, [1, 1], [2, 2], ""same"", ""relu""], ""3"": [""DepthwiseConv2D"", 24, [2, 2], [1, 1], ""valid"", ""relu""], ""4"": [""Conv2D"", 32, [3, 3], [1, 1], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0672,21.226,0.81,"[150, 320, 179, 62, 286, 382]","{""0"": [""Conv2D"", 40, [1, 1], [2, 2], ""valid"", ""relu""], ""1"": [""DepthwiseConv2D"", 32, [3, 3], [2, 2], ""same"", ""relu""], ""2"": [""Conv2D"", 40, [3, 3], [3, 3], ""same"", ""sigmoid""], ""3"": [""Conv2D"", 16, [3, 3], [1, 1], ""valid"", ""relu""], ""4"": [""DepthwiseConv2D"", 24, [3, 3], [3, 3], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_0673,0.488,0.49,"[334, 215, 316, 326, 355, 382]","{""0"": [""DepthwiseConv2D"", 40, [1, 1], [3, 3], ""valid"", ""relu""], ""1"": [""DepthwiseConv2D"", 8, [3, 3], [3, 3], ""same"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 32, [3, 3], [1, 1], ""same"", ""relu""], ""3"": [""DepthwiseConv2D"", 40, [1, 1], [1, 1], ""valid"", ""relu""], ""4"": [""DepthwiseConv2D"", 40, [3, 3], [2, 2], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0674,4.434,0.82,"[58, 62, 325, 42, 264, 382]","{""0"": [""Conv2D"", 16, [2, 2], [3, 3], ""valid"", ""relu""], ""1"": [""Conv2D"", 16, [3, 3], [1, 1], ""valid"", ""relu""], ""2"": [""DepthwiseConv2D"", 40, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""3"": [""Conv2D"", 16, [1, 1], [2, 2], ""valid"", ""relu""], ""4"": [""DepthwiseConv2D"", 24, [1, 1], [3, 3], ""same"", ""relu""], ""5"": [2, ""softmax""]}"
model_0675,1.034,0.51,"[13, 226, 7, 297, 302, 382]","{""0"": [""Conv2D"", 8, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 16, [1, 1], [3, 3], ""valid"", ""relu""], ""2"": [""Conv2D"", 8, [1, 1], [2, 2], ""same"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 32, [1, 1], [3, 3], ""valid"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 32, [2, 2], [1, 1], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_0676,6.426,0.81,"[65, 64, 17, 130, 117, 382]","{""0"": [""Conv2D"", 16, [3, 3], [2, 2], ""valid"", ""sigmoid""], ""1"": [""Conv2D"", 16, [3, 3], [1, 1], ""same"", ""relu""], ""2"": [""Conv2D"", 8, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""3"": [""Conv2D"", 32, [2, 2], [3, 3], ""valid"", ""relu""], ""4"": [""Conv2D"", 32, [1, 1], [3, 3], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0677,39.45,0.49,"[157, 66, 258, 267, 39, 382]","{""0"": [""Conv2D"", 40, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""1"": [""Conv2D"", 16, [3, 3], [2, 2], ""valid"", ""relu""], ""2"": [""DepthwiseConv2D"", 24, [1, 1], [2, 2], ""valid"", ""relu""], ""3"": [""DepthwiseConv2D"", 24, [2, 2], [1, 1], ""same"", ""sigmoid""], ""4"": [""Conv2D"", 16, [1, 1], [1, 1], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0678,8.586,0.73,"[25, 324, 61, 297, 177, 382]","{""0"": [""Conv2D"", 8, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 32, [3, 3], [3, 3], ""same"", ""relu""], ""2"": [""Conv2D"", 16, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 32, [1, 1], [3, 3], ""valid"", ""sigmoid""], ""4"": [""Conv2D"", 40, [3, 3], [3, 3], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0679,2.169,0.77,"[237, 32, 72, 212, 79, 382]","{""0"": [""DepthwiseConv2D"", 16, [2, 2], [3, 3], ""valid"", ""sigmoid""], ""1"": [""Conv2D"", 8, [3, 3], [2, 2], ""same"", ""relu""], ""2"": [""Conv2D"", 16, [3, 3], [3, 3], ""same"", ""relu""], ""3"": [""DepthwiseConv2D"", 8, [3, 3], [2, 2], ""same"", ""relu""], ""4"": [""Conv2D"", 24, [1, 1], [2, 2], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0680,0.098,0.51,"[272, 272, 215, 261, 258, 382]","{""0"": [""DepthwiseConv2D"", 24, [2, 2], [2, 2], ""same"", ""relu""], ""1"": [""DepthwiseConv2D"", 24, [2, 2], [2, 2], ""same"", ""relu""], ""2"": [""DepthwiseConv2D"", 8, [3, 3], [3, 3], ""same"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 24, [1, 1], [3, 3], ""valid"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 24, [1, 1], [2, 2], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_0681,2.101,0.49,"[292, 340, 359, 69, 223, 382]","{""0"": [""DepthwiseConv2D"", 32, [1, 1], [1, 1], ""same"", ""relu""], ""1"": [""DepthwiseConv2D"", 40, [2, 2], [1, 1], ""same"", ""relu""], ""2"": [""DepthwiseConv2D"", 40, [3, 3], [3, 3], ""same"", ""sigmoid""], ""3"": [""Conv2D"", 16, [3, 3], [3, 3], ""valid"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 16, [1, 1], [2, 2], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0682,10.986,0.76,"[59, 33, 155, 278, 103, 382]","{""0"": [""Conv2D"", 16, [2, 2], [3, 3], ""same"", ""sigmoid""], ""1"": [""Conv2D"", 8, [3, 3], [3, 3], ""valid"", ""sigmoid""], ""2"": [""Conv2D"", 40, [1, 1], [3, 3], ""same"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 24, [3, 3], [1, 1], ""valid"", ""relu""], ""4"": [""Conv2D"", 24, [3, 3], [2, 2], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0683,3.332,0.82,"[202, 314, 230, 188, 42, 382]","{""0"": [""DepthwiseConv2D"", 8, [2, 2], [3, 3], ""valid"", ""relu""], ""1"": [""DepthwiseConv2D"", 32, [3, 3], [1, 1], ""valid"", ""relu""], ""2"": [""DepthwiseConv2D"", 16, [2, 2], [1, 1], ""valid"", ""relu""], ""3"": [""DepthwiseConv2D"", 8, [1, 1], [2, 2], ""same"", ""relu""], ""4"": [""Conv2D"", 16, [1, 1], [2, 2], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_0684,5.162,0.51,"[107, 197, 203, 222, 163, 382]","{""0"": [""Conv2D"", 24, [3, 3], [3, 3], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 8, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 8, [2, 2], [3, 3], ""same"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 16, [1, 1], [2, 2], ""valid"", ""relu""], ""4"": [""Conv2D"", 40, [2, 2], [2, 2], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
